session_code,user_code,content_code,time_,watched_duration,platform,device_type,os_family,os_name,app_version,is_up_to_date
SESSION_00000378,USER_00000000728,CONTENT_00000137,2024-09-12 22:50:24,109,Tablet,Smartphone,Windows,Windows 11,version 1.0.0,1
SESSION_00000379,USER_00000000390,CONTENT_00000503,2023-08-30 13:49:04,85,Computer,Desktop,iOS,macOS Ventura,version 1.2.3,1
SESSION_00000380,USER_00000000383,CONTENT_00000178,2024-06-18 08:34:14,41,Console,Laptop,Xbox,Windows 11,version 3.0.5,1
SESSION_00000381,USER_00000000418,CONTENT_00000529,2024-04-08 12:30:43,50,Tablet,Desktop,iOS,Windows 11,version 2.0.1,1
SESSION_00000382,USER_00000000426,CONTENT_00000057,2024-08-25 11:02:12,29,TV,Desktop,FireOS,iPadOS 15,version 3.0.5,1
SESSION_00000383,USER_00000000240,CONTENT_00000260,2023-07-04 10:15:55,46,Console,Laptop,iOS,iPadOS 15,version 3.0.5,1
SESSION_00000384,USER_00000000473,CONTENT_00000687,2024-02-14 19:34:19,121,Console,Smartphone,Nintendo,iPadOS 15,version 1.0.0,1
SESSION_00000385,USER_00000000012,CONTENT_00000044,2024-12-17 05:07:01,107,TV,Game Console,Playstation,PS5,version 2.0.1,1
SESSION_00000386,USER_00000000310,CONTENT_00000773,2025-03-11 21:29:31,138,Console,Smartphone,tvOS,Android 13,version 2.1.0,1
SESSION_00000387,USER_00000000963,CONTENT_00000284,2025-02-06 03:42:56,179,Mobile,Smart TV,tvOS,FireOS 6,version 1.0.0,1
SESSION_00000388,USER_00000000509,CONTENT_00000758,2024-03-10 20:26:50,94,Computer,Laptop,macOS,Android 13,version 2.0.1,1
SESSION_00000389,USER_00000000523,CONTENT_00000975,2023-06-29 13:06:18,34,Tablet,Laptop,Linux,iPadOS 15,version 3.0.5,1
SESSION_00000390,USER_00000000488,CONTENT_00000422,2025-01-31 09:19:32,100,Computer,Smart TV,macOS,Android 13,version 3.0.5,1
SESSION_00000391,USER_00000000230,CONTENT_00000288,2025-02-08 06:42:08,54,Console,Smart TV,iOS,Android 13,version 3.0.5,1
SESSION_00000392,USER_00000000533,CONTENT_00000545,2024-06-17 09:51:39,178,Tablet,Smart TV,Xbox,tvOS 14,version 2.1.0,1
SESSION_00000393,USER_00000000079,CONTENT_00000263,2023-07-12 07:56:29,61,TV,Desktop,Nintendo,macOS Ventura,version 1.0.0,1
SESSION_00000394,USER_00000000104,CONTENT_00000953,2023-12-23 17:52:13,177,Mobile,Smartphone,FireOS,Android 13,version 1.2.3,1
SESSION_00000395,USER_00000000691,CONTENT_00000421,2023-11-26 18:30:41,35,TV,Smart TV,Xbox,Switch,version 2.0.1,1
SESSION_00000396,USER_00000000593,CONTENT_00000846,2025-03-19 15:52:55,169,TV,Smartphone,tvOS,Switch,version 2.0.1,1
SESSION_00000397,USER_00000000648,CONTENT_00000996,2024-01-22 16:38:03,135,Tablet,Tablet,Xbox,Switch,version 2.0.1,1
SESSION_00000398,USER_00000000471,CONTENT_00000543,2024-02-02 15:17:56,111,Mobile,Desktop,Windows,iOS 16,version 3.0.5,1
SESSION_00000399,USER_00000000644,CONTENT_00000304,2024-09-20 02:47:16,159,Mobile,Desktop,iOS,iOS 16,version 2.1.0,1
SESSION_00000400,USER_00000000960,CONTENT_00000169,2025-01-24 15:49:14,57,Console,Smart TV,Playstation,Switch,version 1.2.3,1
SESSION_00000401,USER_00000000187,CONTENT_00000752,2025-04-01 11:55:52,17,Computer,Laptop,Playstation,iPadOS 15,version 3.0.5,1
SESSION_00000402,USER_00000000761,CONTENT_00000180,2024-05-27 13:17:50,49,Mobile,Desktop,FireOS,FireOS 6,version 1.0.0,1
SESSION_00000403,USER_00000000583,CONTENT_00000583,2023-08-09 11:38:54,69,TV,Tablet,Linux,Windows 11,version 1.0.0,1
SESSION_00000404,USER_00000000622,CONTENT_00000744,2025-01-30 18:55:33,73,Computer,Smart TV,Xbox,Xbox,version 1.0.0,1
SESSION_00000405,USER_00000000214,CONTENT_00000109,2024-08-26 05:17:04,121,Tablet,Smart TV,Playstation,macOS Ventura,version 2.1.0,1
SESSION_00000406,USER_00000000107,CONTENT_00000366,2024-10-03 19:04:13,139,Console,Tablet,iOS,tvOS 14,version 1.0.0,1
SESSION_00000407,USER_00000000328,CONTENT_00000395,2024-02-04 01:05:41,36,Tablet,Smart TV,Linux,Switch,version 2.1.0,1
SESSION_00000408,USER_00000000203,CONTENT_00000226,2024-07-22 22:58:57,109,TV,Desktop,macOS,Switch,version 1.0.0,1
SESSION_00000409,USER_00000000321,CONTENT_00000291,2024-10-31 11:43:14,60,Console,Smartphone,Windows,tvOS 14,version 1.2.3,1
SESSION_00000410,USER_00000000619,CONTENT_00000383,2024-05-27 05:14:18,20,TV,Smartphone,Xbox,tvOS 14,version 2.1.0,1
SESSION_00000411,USER_00000000387,CONTENT_00000372,2024-04-18 06:06:55,77,Computer,Game Console,Windows,tvOS 14,version 2.0.1,1
SESSION_00000412,USER_00000000279,CONTENT_00000481,2024-11-15 06:22:40,170,TV,Smartphone,FireOS,FireOS 6,version 2.1.0,1
SESSION_00000413,USER_00000000247,CONTENT_00000070,2024-11-07 04:50:42,100,Mobile,Desktop,Xbox,Switch,version 3.0.5,1
SESSION_00000414,USER_00000000217,CONTENT_00000039,2025-01-03 23:00:28,75,TV,Desktop,Linux,iPadOS 15,version 2.0.1,1
SESSION_00000415,USER_00000000380,CONTENT_00000435,2024-12-22 08:22:33,131,Tablet,Game Console,tvOS,iOS 16,version 2.1.0,1
SESSION_00000416,USER_00000000255,CONTENT_00000709,2023-06-06 16:26:18,34,Tablet,Game Console,Playstation,tvOS 14,version 3.0.5,1
SESSION_00000417,USER_00000000764,CONTENT_00000112,2024-04-26 12:38:52,90,TV,Smart TV,iOS,tvOS 14,version 1.0.0,1
SESSION_00000418,USER_00000000118,CONTENT_00000339,2023-11-13 05:18:41,79,Computer,Desktop,Xbox,Switch,version 3.0.5,1
SESSION_00000419,USER_00000000683,CONTENT_00000384,2024-05-03 08:37:52,125,Computer,Desktop,iOS,macOS Ventura,version 1.0.0,1
SESSION_00000420,USER_00000000982,CONTENT_00000525,2024-01-04 04:58:47,50,Mobile,Desktop,Playstation,macOS Ventura,version 2.1.0,1
SESSION_00000421,USER_00000000399,CONTENT_00000016,2024-08-25 18:59:19,165,Tablet,Tablet,FireOS,Xbox,version 2.1.0,1
SESSION_00000422,USER_00000000262,CONTENT_00000904,2023-07-17 00:05:47,155,Computer,Laptop,Linux,macOS Ventura,version 2.0.1,1
SESSION_00000423,USER_00000000267,CONTENT_00000522,2024-04-21 15:31:58,152,Mobile,Smartphone,Xbox,iPadOS 15,version 2.0.1,1
SESSION_00000424,USER_00000000978,CONTENT_00000380,2023-08-28 20:24:37,82,Mobile,Game Console,FireOS,Android 13,version 3.0.5,1
SESSION_00000425,USER_00000000549,CONTENT_00000403,2025-01-10 06:33:08,38,Mobile,Game Console,iOS,iOS 16,version 2.0.1,1
SESSION_00000426,USER_00000000028,CONTENT_00000179,2023-10-07 10:06:46,43,Tablet,Smart TV,macOS,Switch,version 3.0.5,1
SESSION_00000427,USER_00000000071,CONTENT_00000568,2023-12-01 15:49:40,54,Computer,Smart TV,macOS,Android 13,version 3.0.5,1
SESSION_00000428,USER_00000000138,CONTENT_00000122,2024-05-23 03:55:33,125,Computer,Smart TV,tvOS,Switch,version 1.0.0,1
SESSION_00000429,USER_00000000194,CONTENT_00000490,2025-04-19 06:52:19,19,Mobile,Desktop,Playstation,Xbox,version 2.0.1,1
SESSION_00000430,USER_00000000627,CONTENT_00000125,2024-08-21 23:15:48,138,Tablet,Desktop,FireOS,FireOS 6,version 2.0.1,1
SESSION_00000431,USER_00000000313,CONTENT_00000763,2024-06-17 21:26:45,17,Tablet,Smartphone,FireOS,FireOS 6,version 2.0.1,1
SESSION_00000432,USER_00000000714,CONTENT_00000791,2025-03-24 22:11:13,162,Computer,Game Console,iOS,FireOS 6,version 1.0.0,1
SESSION_00000433,USER_00000000191,CONTENT_00000894,2024-09-21 19:48:57,136,Tablet,Game Console,Android,Switch,version 3.0.5,1
SESSION_00000434,USER_00000000424,CONTENT_00000683,2023-11-20 14:40:16,156,Tablet,Smart TV,tvOS,macOS Ventura,version 1.2.3,1
SESSION_00000435,USER_00000000769,CONTENT_00000823,2025-04-20 20:09:18,145,Console,Laptop,iOS,macOS Ventura,version 2.0.1,1
SESSION_00000436,USER_00000000926,CONTENT_00000542,2024-01-18 12:52:01,103,Mobile,Game Console,Windows,Xbox,version 3.0.5,1
SESSION_00000437,USER_00000000460,CONTENT_00000419,2025-05-19 23:16:24,113,Console,Game Console,iOS,Ubuntu 22.04,version 3.0.5,1
SESSION_00000438,USER_00000000047,CONTENT_00000289,2025-05-19 10:42:30,130,Computer,Laptop,macOS,FireOS 6,version 1.2.3,1
SESSION_00000439,USER_00000000147,CONTENT_00000799,2024-12-08 22:51:04,124,TV,Game Console,Nintendo,PS5,version 1.0.0,1
SESSION_00000440,USER_00000000643,CONTENT_00000662,2024-04-09 02:47:09,101,TV,Laptop,Xbox,PS5,version 2.1.0,1
SESSION_00000441,USER_00000000830,CONTENT_00000059,2024-05-15 19:02:59,171,Console,Smartphone,Nintendo,tvOS 14,version 3.0.5,1
SESSION_00000442,USER_00000000251,CONTENT_00000539,2023-06-06 03:40:52,64,Console,Tablet,Playstation,Xbox,version 3.0.5,1
SESSION_00000443,USER_00000000306,CONTENT_00000265,2023-06-24 01:41:51,66,Computer,Desktop,Windows,iOS 16,version 1.0.0,1
SESSION_00000444,USER_00000000453,CONTENT_00000336,2023-11-18 03:53:43,158,Console,Tablet,iOS,PS5,version 2.0.1,1
SESSION_00000445,USER_00000000395,CONTENT_00000525,2023-08-02 00:49:07,20,Console,Desktop,Windows,macOS Ventura,version 1.2.3,1
SESSION_00000446,USER_00000000526,CONTENT_00000818,2024-03-08 16:10:11,154,TV,Tablet,Nintendo,Android 13,version 1.0.0,1
SESSION_00000447,USER_00000000769,CONTENT_00000402,2024-06-20 02:17:09,62,Console,Tablet,Linux,Xbox,version 3.0.5,1
SESSION_00000448,USER_00000000117,CONTENT_00000152,2023-12-04 05:50:27,91,Console,Smartphone,Android,Switch,version 2.1.0,1
SESSION_00000449,USER_00000000091,CONTENT_00000005,2023-08-08 12:01:45,129,Tablet,Game Console,macOS,Android 13,version 1.2.3,1
SESSION_00000450,USER_00000000153,CONTENT_00000424,2024-09-30 08:55:02,114,Tablet,Game Console,Linux,Android 13,version 3.0.5,1
SESSION_00000451,USER_00000000010,CONTENT_00000609,2023-12-14 18:59:01,176,Computer,Smartphone,Nintendo,Android 13,version 3.0.5,1
SESSION_00000453,USER_00000000049,CONTENT_00000692,2024-10-22 23:02:10,13,Mobile,Smart TV,Android,Xbox,version 1.2.3,1
SESSION_00000454,USER_00000000754,CONTENT_00000486,2025-03-14 01:01:57,89,Computer,Game Console,Xbox,PS5,version 2.1.0,1
SESSION_00000455,USER_00000000570,CONTENT_00000115,2025-02-23 04:49:53,74,Tablet,Desktop,macOS,Windows 11,version 2.1.0,1
SESSION_00000456,USER_00000000640,CONTENT_00000715,2024-05-05 18:06:42,16,Mobile,Tablet,FireOS,Android 13,version 2.1.0,1
SESSION_00000457,USER_00000000116,CONTENT_00000107,2025-01-14 12:26:29,37,Mobile,Desktop,tvOS,Ubuntu 22.04,version 1.0.0,1
SESSION_00000458,USER_00000000589,CONTENT_00000673,2024-09-24 17:10:38,49,Tablet,Laptop,tvOS,iOS 16,version 1.0.0,1
SESSION_00000459,USER_00000000515,CONTENT_00000562,2024-11-06 18:32:30,113,Computer,Tablet,Xbox,Xbox,version 1.2.3,1
SESSION_00000460,USER_00000000944,CONTENT_00000651,2025-01-16 03:17:55,71,Console,Smart TV,Linux,Windows 11,version 3.0.5,1
SESSION_00000461,USER_00000000963,CONTENT_00000489,2024-12-29 13:35:24,23,Computer,Smart TV,Playstation,FireOS 6,version 1.0.0,1
SESSION_00000462,USER_00000000796,CONTENT_00000674,2025-02-12 11:36:18,170,Computer,Game Console,FireOS,Android 13,version 3.0.5,1
SESSION_00000463,USER_00000000853,CONTENT_00000959,2023-06-26 17:24:30,120,TV,Desktop,Xbox,FireOS 6,version 3.0.5,1
SESSION_00000464,USER_00000000019,CONTENT_00000506,2023-11-05 14:18:10,31,Mobile,Game Console,iOS,macOS Ventura,version 2.1.0,1
SESSION_00000465,USER_00000000343,CONTENT_00000477,2024-03-22 09:22:48,45,Mobile,Laptop,Nintendo,tvOS 14,version 2.1.0,1
SESSION_00000466,USER_00000000287,CONTENT_00000528,2024-12-01 03:49:41,116,Console,Smartphone,Xbox,Xbox,version 1.2.3,1
SESSION_00000467,USER_00000000759,CONTENT_00000824,2025-05-01 07:48:26,88,TV,Smartphone,FireOS,Switch,version 3.0.5,1
SESSION_00000468,USER_00000000957,CONTENT_00000608,2025-04-06 16:26:49,14,TV,Smart TV,Linux,iPadOS 15,version 3.0.5,1
SESSION_00000469,USER_00000000910,CONTENT_00000754,2023-08-06 11:16:20,110,TV,Tablet,Windows,tvOS 14,version 2.0.1,1
SESSION_00000470,USER_00000000392,CONTENT_00000873,2024-02-11 15:14:02,62,Mobile,Tablet,Android,iOS 16,version 1.0.0,1
SESSION_00000471,USER_00000000238,CONTENT_00000166,2023-07-27 11:02:37,74,Console,Smart TV,tvOS,FireOS 6,version 1.2.3,1
SESSION_00000472,USER_00000000834,CONTENT_00000408,2024-07-21 18:31:58,173,TV,Smart TV,Playstation,Xbox,version 2.0.1,1
SESSION_00000473,USER_00000000037,CONTENT_00000227,2024-01-25 02:38:40,17,Tablet,Smart TV,Android,iPadOS 15,version 2.0.1,1
SESSION_00000474,USER_00000000091,CONTENT_00000970,2024-07-29 23:18:02,41,Tablet,Smartphone,Linux,iOS 16,version 1.2.3,1
SESSION_00000475,USER_00000000131,CONTENT_00000177,2024-03-05 12:54:20,118,Console,Smart TV,Linux,tvOS 14,version 3.0.5,1
SESSION_00000476,USER_00000000446,CONTENT_00000632,2024-05-18 18:53:47,88,TV,Desktop,Android,iPadOS 15,version 2.0.1,1
SESSION_00000477,USER_00000000084,CONTENT_00000976,2023-10-16 03:38:41,82,Mobile,Tablet,tvOS,macOS Ventura,version 3.0.5,1
SESSION_00000478,USER_00000000725,CONTENT_00000337,2023-12-14 20:16:05,10,Computer,Game Console,Xbox,macOS Ventura,version 2.0.1,1
SESSION_00000479,USER_00000000053,CONTENT_00000461,2024-09-12 05:55:43,95,Mobile,Tablet,iOS,FireOS 6,version 1.2.3,1
SESSION_00000480,USER_00000000745,CONTENT_00000591,2024-08-11 15:04:02,111,Mobile,Smartphone,Android,iPadOS 15,version 2.1.0,1
SESSION_00000481,USER_00000000186,CONTENT_00000334,2024-03-08 20:27:37,50,Tablet,Tablet,Xbox,iOS 16,version 2.0.1,1
SESSION_00000482,USER_00000000895,CONTENT_00000754,2023-06-24 14:40:31,128,Computer,Game Console,Playstation,tvOS 14,version 1.2.3,1
SESSION_00000483,USER_00000000281,CONTENT_00000517,2023-07-22 04:51:59,25,Tablet,Smart TV,Android,tvOS 14,version 2.1.0,1
SESSION_00000484,USER_00000000465,CONTENT_00000501,2024-10-21 00:42:41,126,Mobile,Smart TV,Xbox,tvOS 14,version 3.0.5,1
SESSION_00000485,USER_00000000308,CONTENT_00000930,2024-10-12 20:31:54,42,Mobile,Desktop,Nintendo,PS5,version 2.1.0,1
SESSION_00000486,USER_00000000489,CONTENT_00000074,2023-09-01 01:26:59,114,Mobile,Game Console,Playstation,Ubuntu 22.04,version 2.0.1,1
SESSION_00000487,USER_00000000104,CONTENT_00000235,2025-04-09 06:26:43,162,Computer,Game Console,FireOS,Switch,version 2.1.0,1
SESSION_00000488,USER_00000000901,CONTENT_00000577,2024-06-18 03:23:18,103,TV,Laptop,tvOS,PS5,version 2.0.1,1
SESSION_00000489,USER_00000000979,CONTENT_00000624,2023-11-05 04:46:50,54,TV,Smart TV,Windows,Xbox,version 2.1.0,1
SESSION_00000490,USER_00000000721,CONTENT_00001000,2025-06-01 12:23:41,14,Mobile,Tablet,Playstation,Android 13,version 3.0.5,1
SESSION_00000491,USER_00000000025,CONTENT_00000032,2024-06-04 15:40:27,166,Computer,Laptop,Windows,FireOS 6,version 2.1.0,1
SESSION_00000492,USER_00000000681,CONTENT_00000978,2025-02-14 12:45:58,84,Mobile,Laptop,Playstation,Android 13,version 1.2.3,1
SESSION_00000493,USER_00000000776,CONTENT_00000484,2024-04-23 17:55:11,166,Console,Smart TV,Android,iOS 16,version 1.2.3,1
SESSION_00000494,USER_00000000562,CONTENT_00000276,2024-12-06 03:12:38,71,Tablet,Smartphone,Windows,tvOS 14,version 2.1.0,1
SESSION_00000495,USER_00000000889,CONTENT_00000192,2024-05-27 03:27:50,99,Mobile,Game Console,Playstation,Xbox,version 1.0.0,1
SESSION_00000496,USER_00000000783,CONTENT_00000599,2025-02-27 03:37:06,134,Computer,Laptop,Android,macOS Ventura,version 3.0.5,1
SESSION_00000497,USER_00000000611,CONTENT_00000679,2024-01-12 02:41:22,66,Mobile,Smartphone,Android,Xbox,version 3.0.5,1
SESSION_00000498,USER_00000000221,CONTENT_00000019,2024-03-11 02:11:44,96,Computer,Smartphone,Xbox,macOS Ventura,version 1.0.0,1
SESSION_00000499,USER_00000000076,CONTENT_00000968,2025-05-17 23:47:59,68,TV,Tablet,Playstation,Ubuntu 22.04,version 1.2.3,1
SESSION_00000500,USER_00000000192,CONTENT_00000475,2023-08-16 22:25:22,75,Mobile,Smart TV,macOS,Android 13,version 1.0.0,1
SESSION_00000501,USER_00000000962,CONTENT_00000203,2024-02-06 03:36:32,134,TV,Game Console,tvOS,iOS 16,version 3.0.5,1
SESSION_00000502,USER_00000000938,CONTENT_00000969,2024-02-14 16:58:44,127,Mobile,Tablet,Linux,iOS 16,version 3.0.5,1
SESSION_00000503,USER_00000000723,CONTENT_00000982,2025-01-06 02:06:56,127,Console,Tablet,Playstation,Ubuntu 22.04,version 2.0.1,1
SESSION_00000504,USER_00000000183,CONTENT_00000411,2024-08-22 12:25:55,176,Console,Laptop,Playstation,iPadOS 15,version 2.0.1,1
SESSION_00000505,USER_00000000278,CONTENT_00000899,2023-12-12 01:22:24,163,Computer,Desktop,FireOS,tvOS 14,version 1.0.0,1
SESSION_00000506,USER_00000000906,CONTENT_00000155,2024-05-22 09:19:46,21,TV,Desktop,macOS,FireOS 6,version 3.0.5,1
SESSION_00000507,USER_00000000725,CONTENT_00000649,2024-05-28 13:56:53,140,Console,Tablet,iOS,iPadOS 15,version 1.2.3,1
SESSION_00000508,USER_00000000045,CONTENT_00000567,2024-06-07 10:28:30,20,TV,Laptop,Linux,FireOS 6,version 1.2.3,1
SESSION_00000509,USER_00000000765,CONTENT_00000012,2025-03-11 09:52:46,142,Computer,Laptop,Xbox,Xbox,version 3.0.5,1
SESSION_00000510,USER_00000000719,CONTENT_00000691,2025-03-16 01:32:05,68,TV,Desktop,Android,Ubuntu 22.04,version 2.1.0,1
SESSION_00000511,USER_00000000423,CONTENT_00000702,2024-03-11 04:29:18,115,Computer,Tablet,iOS,FireOS 6,version 1.2.3,1
SESSION_00000512,USER_00000000931,CONTENT_00000623,2023-08-07 20:48:18,28,Computer,Game Console,macOS,Switch,version 1.0.0,1
SESSION_00000513,USER_00000000382,CONTENT_00000410,2024-07-30 00:57:14,110,Tablet,Tablet,Xbox,PS5,version 2.1.0,1
SESSION_00000514,USER_00000000154,CONTENT_00000888,2024-05-12 09:55:22,21,Computer,Smart TV,tvOS,tvOS 14,version 1.0.0,1
SESSION_00000515,USER_00000000196,CONTENT_00000446,2023-07-08 02:04:54,28,Computer,Laptop,Xbox,macOS Ventura,version 2.0.1,1
SESSION_00000516,USER_00000000672,CONTENT_00000684,2023-09-19 20:13:57,138,Tablet,Game Console,Nintendo,Ubuntu 22.04,version 2.1.0,1
SESSION_00000517,USER_00000000696,CONTENT_00000255,2023-09-05 20:06:06,166,Tablet,Desktop,Linux,iPadOS 15,version 2.0.1,1
SESSION_00000518,USER_00000000321,CONTENT_00000343,2025-02-12 06:08:14,120,TV,Game Console,Android,Android 13,version 3.0.5,1
SESSION_00000519,USER_00000000386,CONTENT_00000928,2024-12-06 23:51:37,65,Console,Smart TV,Playstation,tvOS 14,version 2.1.0,1
SESSION_00000520,USER_00000000109,CONTENT_00000404,2024-10-06 03:18:19,94,Tablet,Smart TV,tvOS,Ubuntu 22.04,version 2.0.1,1
SESSION_00000521,USER_00000000489,CONTENT_00000620,2025-05-06 04:38:12,98,Computer,Smartphone,iOS,Xbox,version 2.0.1,1
SESSION_00000522,USER_00000000384,CONTENT_00000978,2023-12-23 21:28:14,87,Mobile,Tablet,FireOS,iPadOS 15,version 3.0.5,1
SESSION_00000523,USER_00000000105,CONTENT_00000887,2024-08-12 00:44:16,78,Console,Smart TV,Playstation,iOS 16,version 1.2.3,1
SESSION_00000524,USER_00000000742,CONTENT_00000054,2024-07-07 08:27:12,162,Console,Smart TV,Windows,tvOS 14,version 2.1.0,1
SESSION_00000525,USER_00000000063,CONTENT_00000395,2024-04-27 18:14:32,45,Console,Tablet,macOS,Windows 11,version 3.0.5,1
SESSION_00000526,USER_00000000586,CONTENT_00000242,2025-01-31 20:58:00,121,Computer,Tablet,Xbox,Windows 11,version 1.0.0,1
SESSION_00000527,USER_00000000204,CONTENT_00000903,2024-04-09 15:56:06,48,Console,Smartphone,Linux,iOS 16,version 2.1.0,1
SESSION_00000528,USER_00000000365,CONTENT_00000272,2023-10-27 10:02:54,115,Console,Smart TV,Windows,Xbox,version 2.0.1,1
SESSION_00000529,USER_00000000992,CONTENT_00000253,2024-02-14 14:58:19,14,Mobile,Desktop,Android,Windows 11,version 3.0.5,1
SESSION_00000530,USER_00000000004,CONTENT_00000353,2024-01-23 10:09:11,63,Mobile,Tablet,Windows,PS5,version 1.0.0,1
SESSION_00000531,USER_00000000142,CONTENT_00000265,2024-04-16 13:40:38,138,Mobile,Smart TV,FireOS,Windows 11,version 2.1.0,1
SESSION_00000532,USER_00000000574,CONTENT_00000239,2024-10-12 20:49:25,11,TV,Smart TV,Xbox,iOS 16,version 2.0.1,1
SESSION_00000533,USER_00000000877,CONTENT_00000600,2024-04-27 00:20:17,159,Tablet,Smart TV,FireOS,iPadOS 15,version 1.0.0,1
SESSION_00000534,USER_00000000919,CONTENT_00000358,2024-04-02 13:31:21,118,Tablet,Game Console,Android,Switch,version 1.0.0,1
SESSION_00000535,USER_00000000903,CONTENT_00000363,2025-02-07 13:44:51,138,Mobile,Smartphone,iOS,Android 13,version 1.2.3,1
SESSION_00000536,USER_00000000839,CONTENT_00000613,2023-10-21 14:00:02,102,Console,Tablet,iOS,PS5,version 2.1.0,1
SESSION_00000537,USER_00000000472,CONTENT_00000779,2024-09-05 08:08:21,152,Tablet,Tablet,macOS,PS5,version 3.0.5,1
SESSION_00000538,USER_00000000115,CONTENT_00000490,2024-02-04 08:28:43,170,Mobile,Desktop,Nintendo,Xbox,version 3.0.5,1
SESSION_00000539,USER_00000000121,CONTENT_00000488,2024-11-03 12:50:14,38,Computer,Game Console,tvOS,Android 13,version 2.1.0,1
SESSION_00000540,USER_00000000562,CONTENT_00000093,2024-12-29 08:14:23,76,TV,Smart TV,Linux,Ubuntu 22.04,version 1.2.3,1
SESSION_00000541,USER_00000000107,CONTENT_00000482,2024-08-12 03:48:17,166,Computer,Smart TV,Xbox,PS5,version 2.1.0,1
SESSION_00000542,USER_00000000060,CONTENT_00000014,2024-07-21 03:08:21,70,Tablet,Desktop,FireOS,Android 13,version 1.2.3,1
SESSION_00000543,USER_00000000034,CONTENT_00000281,2023-08-11 12:30:57,153,Console,Laptop,tvOS,FireOS 6,version 1.0.0,1
SESSION_00000544,USER_00000000470,CONTENT_00000663,2024-07-28 12:32:58,138,Mobile,Desktop,Linux,iPadOS 15,version 2.1.0,1
SESSION_00000545,USER_00000000586,CONTENT_00000035,2024-07-22 18:18:31,83,Tablet,Tablet,Xbox,tvOS 14,version 2.1.0,1
SESSION_00000546,USER_00000000731,CONTENT_00000354,2025-02-08 13:45:55,164,Computer,Game Console,Playstation,PS5,version 1.0.0,1
SESSION_00000547,USER_00000000525,CONTENT_00000979,2023-07-31 08:00:08,106,Console,Tablet,Playstation,Switch,version 1.0.0,1
SESSION_00000548,USER_00000000938,CONTENT_00000619,2023-07-15 00:11:13,11,Computer,Game Console,Linux,Switch,version 2.1.0,1
SESSION_00000549,USER_00000000028,CONTENT_00000255,2023-06-14 03:05:19,145,TV,Smartphone,Xbox,Android 13,version 3.0.5,1
SESSION_00000550,USER_00000000510,CONTENT_00000299,2024-02-06 14:27:28,37,TV,Desktop,macOS,Android 13,version 1.2.3,1
SESSION_00000551,USER_00000000801,CONTENT_00000914,2024-10-27 14:22:16,38,Mobile,Game Console,Android,Xbox,version 2.1.0,1
SESSION_00000552,USER_00000000199,CONTENT_00000336,2023-08-06 21:25:36,150,Mobile,Desktop,Linux,Switch,version 1.2.3,1
SESSION_00000553,USER_00000000831,CONTENT_00000815,2024-01-08 22:21:58,107,Tablet,Desktop,macOS,macOS Ventura,version 2.1.0,1
SESSION_00000554,USER_00000000988,CONTENT_00000862,2024-09-24 04:38:07,37,Console,Tablet,iOS,PS5,version 1.2.3,1
SESSION_00000555,USER_00000000586,CONTENT_00000995,2025-03-22 17:44:10,116,Tablet,Laptop,Playstation,PS5,version 2.1.0,1
SESSION_00000556,USER_00000000952,CONTENT_00000275,2024-12-16 10:29:59,178,Tablet,Laptop,tvOS,iOS 16,version 3.0.5,1
SESSION_00000557,USER_00000000834,CONTENT_00000584,2025-02-14 01:55:58,87,Mobile,Desktop,Nintendo,PS5,version 1.2.3,1
SESSION_00000558,USER_00000000919,CONTENT_00000204,2024-07-25 05:02:39,126,TV,Smart TV,Nintendo,iOS 16,version 1.0.0,1
SESSION_00000559,USER_00000000724,CONTENT_00000822,2025-02-11 04:59:03,118,Console,Desktop,iOS,iOS 16,version 2.0.1,1
SESSION_00000560,USER_00000000918,CONTENT_00000660,2024-01-16 09:53:11,140,Console,Desktop,Xbox,FireOS 6,version 3.0.5,1
SESSION_00000561,USER_00000000512,CONTENT_00000825,2024-05-18 00:57:03,138,Console,Smartphone,Android,Xbox,version 3.0.5,1
SESSION_00000562,USER_00000000301,CONTENT_00000751,2023-12-07 14:29:53,162,Computer,Smart TV,FireOS,Xbox,version 2.1.0,1
SESSION_00000563,USER_00000000650,CONTENT_00000747,2024-04-21 15:56:42,106,Console,Smart TV,Nintendo,Xbox,version 3.0.5,1
SESSION_00000564,USER_00000000622,CONTENT_00000998,2024-03-05 11:33:57,81,Computer,Smartphone,macOS,PS5,version 2.0.1,1
SESSION_00000565,USER_00000000891,CONTENT_00000328,2024-01-21 15:13:09,137,Tablet,Desktop,Android,iOS 16,version 1.2.3,1
SESSION_00000566,USER_00000000169,CONTENT_00000024,2024-04-09 05:58:33,112,Computer,Laptop,iOS,Ubuntu 22.04,version 1.0.0,1
SESSION_00000567,USER_00000000915,CONTENT_00000042,2023-06-23 01:37:00,54,TV,Smart TV,Xbox,Android 13,version 3.0.5,1
SESSION_00000568,USER_00000000254,CONTENT_00000007,2023-11-28 11:24:30,53,Tablet,Smartphone,Playstation,Ubuntu 22.04,version 1.0.0,1
SESSION_00000569,USER_00000000973,CONTENT_00000346,2023-10-07 10:06:02,40,TV,Tablet,Xbox,macOS Ventura,version 2.0.1,1
SESSION_00000570,USER_00000000168,CONTENT_00000030,2024-04-10 01:39:24,113,Console,Laptop,FireOS,iPadOS 15,version 1.2.3,1
SESSION_00000571,USER_00000000175,CONTENT_00000182,2024-05-11 20:21:19,17,Tablet,Smart TV,Nintendo,iPadOS 15,version 2.1.0,1
