SESSION_CODE,USER_CODE,CONTENT_CODE,TIME,WATCHED_DURATION,PLATFORM,DEVICE_TYPE,OS_FAMILY,OS_NAME,APP_VERSION,IS_UP_TO_DATE
SESSION_00000389,USER_00000000245,CONTENT_00000392,2024-01-25 14:35:55,47,Console,Laptop,tvOS,tvOS 14,v2.0.1,1
SESSION_00000390,USER_00000000238,CONTENT_00000135,2024-03-11 05:15:07,72,Tablet,Smart TV,Xbox,Switch,v2.0.1,1
SESSION_00000391,USER_00000000002,CONTENT_00000034,2025-01-21 14:56:08,12,TV,Game Console,Playstation,Android 13,v1.2.3,1
SESSION_00000392,USER_00000000050,CONTENT_00000160,2025-04-11 16:43:33,103,Mobile,Smartphone,FireOS,Ubuntu 22.04,v2.0.1,1
SESSION_00000393,USER_00000000614,CONTENT_00000453,2024-01-11 11:51:05,38,Tablet,Game Console,iOS,Switch,v2.1.0,1
SESSION_00000394,USER_00000000829,CONTENT_00000759,2024-04-19 02:38:17,116,Tablet,Smartphone,FireOS,tvOS 14,v1.0.0,1
SESSION_00000395,USER_00000000801,CONTENT_00000249,2024-06-05 21:31:52,75,Mobile,Smart TV,Xbox,Switch,v1.0.0,1
SESSION_00000396,USER_00000000139,CONTENT_00000199,2023-06-12 14:53:17,152,Mobile,Laptop,macOS,tvOS 14,v2.0.1,1
SESSION_00000397,USER_00000000416,CONTENT_00000764,2024-01-08 04:46:42,142,Mobile,Game Console,Android,PS5,v1.2.3,1
SESSION_00000398,USER_00000000263,CONTENT_00000394,2025-01-04 20:23:16,84,Computer,Game Console,Android,Xbox,v1.2.3,1
SESSION_00000399,USER_00000000737,CONTENT_00000202,2024-08-11 10:04:44,5,Mobile,Desktop,Playstation,Android 13,v1.0.0,1
SESSION_00000400,USER_00000000409,CONTENT_00000319,2023-10-08 20:37:36,144,Console,Tablet,macOS,Switch,v2.0.1,1
SESSION_00000401,USER_00000000253,CONTENT_00000962,2024-08-01 20:15:34,12,Computer,Game Console,Linux,iOS 16,v2.0.1,1
SESSION_00000402,USER_00000000433,CONTENT_00000167,2024-01-24 08:45:20,111,Console,Game Console,FireOS,PS5,v2.0.1,1
SESSION_00000403,USER_00000000771,CONTENT_00000602,2025-02-22 09:38:12,96,Tablet,Smart TV,Windows,Xbox,v2.1.0,1
SESSION_00000404,USER_00000000448,CONTENT_00000083,2024-05-24 09:18:43,141,Console,Tablet,Nintendo,PS5,v1.0.0,1
SESSION_00000405,USER_00000000729,CONTENT_00000296,2024-05-25 01:51:54,168,Console,Desktop,macOS,macOS Ventura,v2.1.0,1
SESSION_00000406,USER_00000000278,CONTENT_00000236,2025-01-13 14:35:13,11,Computer,Game Console,FireOS,Xbox,v2.0.1,1
SESSION_00000407,USER_00000000671,CONTENT_00000577,2024-06-27 01:48:07,59,Tablet,Laptop,Windows,PS5,v1.0.0,1
SESSION_00000408,USER_00000000715,CONTENT_00000286,2024-12-28 14:11:13,20,Tablet,Laptop,FireOS,iOS 16,v2.1.0,1
SESSION_00000409,USER_00000000598,CONTENT_00000602,2025-01-22 08:52:24,8,Console,Smartphone,Android,Ubuntu 22.04,v1.0.0,1
SESSION_00000410,USER_00000000058,CONTENT_00000636,2024-07-08 23:39:57,63,TV,Game Console,Nintendo,Ubuntu 22.04,v2.1.0,1
SESSION_00000411,USER_00000000973,CONTENT_00000766,2023-06-23 01:44:27,21,TV,Smart TV,iOS,Windows 11,v3.0.5,1
SESSION_00000412,USER_00000000255,CONTENT_00000326,2025-03-06 22:57:40,8,Tablet,Smart TV,Windows,Switch,v1.2.3,1
SESSION_00000413,USER_00000000779,CONTENT_00000302,2024-09-27 16:04:36,102,TV,Desktop,FireOS,FireOS 6,v3.0.5,1
SESSION_00000414,USER_00000000993,CONTENT_00000374,2024-10-03 11:28:11,160,Mobile,Smart TV,tvOS,PS5,v2.0.1,1
SESSION_00000415,USER_00000000114,CONTENT_00000816,2024-04-17 22:28:29,82,Console,Smart TV,Playstation,Android 13,v2.0.1,1
SESSION_00000416,USER_00000000934,CONTENT_00000717,2023-09-19 06:36:04,138,Computer,Laptop,Windows,iOS 16,v1.2.3,1
SESSION_00000417,USER_00000000285,CONTENT_00000650,2024-04-09 05:09:42,81,Tablet,Smart TV,Linux,Android 13,v1.2.3,1
SESSION_00000418,USER_00000000249,CONTENT_00000789,2024-11-22 17:17:53,15,Mobile,Desktop,Playstation,Ubuntu 22.04,v2.0.1,1
SESSION_00000419,USER_00000000002,CONTENT_00000902,2025-01-10 06:08:17,13,Computer,Game Console,Windows,iOS 16,v1.2.3,1
SESSION_00000420,USER_00000000719,CONTENT_00000551,2024-07-24 13:28:31,57,Mobile,Smartphone,macOS,Android 13,v1.2.3,1
SESSION_00000421,USER_00000000805,CONTENT_00000888,2024-01-31 16:09:22,43,Mobile,Laptop,Android,Ubuntu 22.04,v1.2.3,1
SESSION_00000422,USER_00000000024,CONTENT_00000259,2024-04-01 17:45:47,162,Computer,Smartphone,Android,Ubuntu 22.04,v3.0.5,1
SESSION_00000423,USER_00000000588,CONTENT_00000274,2024-06-12 17:08:15,160,Computer,Smart TV,Xbox,PS5,v1.0.0,1
SESSION_00000424,USER_00000000238,CONTENT_00000252,2023-08-29 17:54:19,121,Mobile,Smart TV,tvOS,FireOS 6,v3.0.5,1
SESSION_00000425,USER_00000000240,CONTENT_00000625,2024-04-23 17:28:21,167,Mobile,Laptop,Windows,Windows 11,v1.2.3,1
SESSION_00000426,USER_00000000729,CONTENT_00000886,2024-03-15 02:19:12,146,Console,Laptop,Windows,PS5,v1.2.3,1
SESSION_00000427,USER_00000000560,CONTENT_00000938,2024-05-22 02:28:07,16,Tablet,Game Console,Linux,iPadOS 15,v2.1.0,1
SESSION_00000428,USER_00000000009,CONTENT_00000948,2025-01-28 11:29:14,82,Mobile,Game Console,Nintendo,Xbox,v1.0.0,1
SESSION_00000429,USER_00000000339,CONTENT_00000786,2023-09-13 20:12:35,55,Tablet,Smart TV,Playstation,macOS Ventura,v2.0.1,1
SESSION_00000430,USER_00000000016,CONTENT_00000722,2024-05-15 01:34:41,138,TV,Smart TV,Android,Ubuntu 22.04,v1.2.3,1
SESSION_00000431,USER_00000000820,CONTENT_00000956,2024-06-03 05:19:01,74,Computer,Smart TV,Xbox,Windows 11,v2.1.0,1
SESSION_00000432,USER_00000000669,CONTENT_00000962,2025-05-14 12:47:38,80,Mobile,Tablet,iOS,FireOS 6,v2.1.0,1
SESSION_00000433,USER_00000000805,CONTENT_00000918,2023-09-29 04:32:10,176,TV,Laptop,FireOS,Switch,v1.0.0,1
SESSION_00000434,USER_00000000521,CONTENT_00000566,2024-09-24 05:10:13,22,TV,Game Console,Playstation,iOS 16,v2.1.0,1
SESSION_00000435,USER_00000000863,CONTENT_00000290,2024-08-11 03:12:53,92,Computer,Game Console,Windows,iPadOS 15,v3.0.5,1
SESSION_00000436,USER_00000000391,CONTENT_00000315,2023-11-12 20:11:06,120,Mobile,Laptop,FireOS,iPadOS 15,v2.0.1,1
SESSION_00000437,USER_00000000834,CONTENT_00000105,2023-11-11 21:32:26,54,TV,Game Console,macOS,Switch,v2.0.1,1
SESSION_00000438,USER_00000000825,CONTENT_00000572,2024-07-20 15:14:53,61,Mobile,Game Console,Windows,iPadOS 15,v2.1.0,1
SESSION_00000439,USER_00000000674,CONTENT_00000189,2024-03-29 13:25:53,58,Computer,Tablet,Nintendo,tvOS 14,v1.0.0,1
SESSION_00000440,USER_00000000919,CONTENT_00000213,2025-03-24 04:01:38,105,Tablet,Smartphone,tvOS,tvOS 14,v1.0.0,1
SESSION_00000441,USER_00000000457,CONTENT_00000227,2025-04-11 16:54:53,78,Tablet,Tablet,tvOS,tvOS 14,v2.0.1,1
SESSION_00000442,USER_00000000143,CONTENT_00000739,2024-10-16 09:52:20,12,Mobile,Smartphone,Linux,macOS Ventura,v1.0.0,1
SESSION_00000443,USER_00000000769,CONTENT_00000826,2024-10-25 10:11:20,133,Tablet,Smart TV,Windows,PS5,v2.0.1,1
SESSION_00000444,USER_00000000740,CONTENT_00000287,2024-06-27 21:30:44,142,Tablet,Game Console,Windows,PS5,v2.0.1,1
SESSION_00000445,USER_00000000891,CONTENT_00000305,2024-04-09 11:19:26,92,Tablet,Smart TV,macOS,Android 13,v3.0.5,1
SESSION_00000446,USER_00000000369,CONTENT_00000857,2024-01-01 14:39:43,60,Console,Desktop,Android,tvOS 14,v2.1.0,1
SESSION_00000447,USER_00000000421,CONTENT_00000918,2023-10-21 14:16:29,7,Console,Smart TV,iOS,Windows 11,v1.2.3,1
SESSION_00000448,USER_00000000418,CONTENT_00000013,2023-08-12 02:01:59,155,Computer,Laptop,FireOS,Windows 11,v1.2.3,1
SESSION_00000449,USER_00000000148,CONTENT_00000939,2024-06-13 04:56:57,85,Tablet,Smartphone,Nintendo,iOS 16,v3.0.5,1
SESSION_00000450,USER_00000000116,CONTENT_00000587,2023-07-13 04:20:00,57,Console,Smart TV,FireOS,PS5,v1.0.0,1
SESSION_00000451,USER_00000000836,CONTENT_00000459,2025-04-19 13:07:10,28,Tablet,Tablet,Windows,iOS 16,v3.0.5,1
SESSION_00000452,USER_00000000327,CONTENT_00000756,2024-11-19 11:40:44,62,Mobile,Game Console,tvOS,macOS Ventura,v2.1.0,1
SESSION_00000453,USER_00000000165,CONTENT_00000641,2024-01-18 14:13:23,34,Tablet,Desktop,Windows,Switch,v2.0.1,1
SESSION_00000454,USER_00000000984,CONTENT_00000911,2023-11-18 09:04:18,126,TV,Laptop,tvOS,tvOS 14,v3.0.5,1
SESSION_00000455,USER_00000000220,CONTENT_00000866,2024-03-02 09:01:19,142,Mobile,Laptop,Android,iPadOS 15,v1.0.0,1
SESSION_00000456,USER_00000000745,CONTENT_00000832,2025-03-23 17:09:53,72,Mobile,Game Console,FireOS,tvOS 14,v1.0.0,1
SESSION_00000457,USER_00000000828,CONTENT_00000459,2023-08-13 17:23:35,60,Mobile,Game Console,tvOS,Xbox,v1.2.3,1
SESSION_00000458,USER_00000000669,CONTENT_00000806,2024-05-20 11:31:29,99,Console,Game Console,macOS,tvOS 14,v1.2.3,1
SESSION_00000459,USER_00000000558,CONTENT_00000110,2024-11-26 13:35:43,144,Computer,Smart TV,FireOS,iPadOS 15,v2.0.1,1
SESSION_00000460,USER_00000000329,CONTENT_00000388,2023-08-30 15:39:55,162,Computer,Game Console,Linux,Windows 11,v1.2.3,1
SESSION_00000461,USER_00000000608,CONTENT_00000857,2025-01-21 13:23:52,13,Console,Game Console,Xbox,FireOS 6,v1.0.0,1
SESSION_00000462,USER_00000000399,CONTENT_00000391,2024-12-19 01:49:33,151,Computer,Tablet,iOS,FireOS 6,v1.0.0,1
SESSION_00000463,USER_00000000045,CONTENT_00000930,2024-03-11 01:02:29,116,Tablet,Laptop,Windows,Xbox,v1.2.3,1
SESSION_00000464,USER_00000000617,CONTENT_00000675,2024-08-02 17:33:51,35,Mobile,Game Console,macOS,Switch,v3.0.5,1
SESSION_00000465,USER_00000000005,CONTENT_00000706,2023-08-08 13:13:35,153,TV,Tablet,tvOS,macOS Ventura,v1.0.0,1
SESSION_00000466,USER_00000000055,CONTENT_00000267,2025-03-22 19:21:22,154,TV,Smartphone,Xbox,Android 13,v3.0.5,1
SESSION_00000467,USER_00000000122,CONTENT_00000491,2023-10-14 09:06:36,67,Mobile,Laptop,Nintendo,FireOS 6,v2.1.0,1
SESSION_00000468,USER_00000000424,CONTENT_00000453,2024-04-21 03:43:03,69,TV,Tablet,FireOS,Android 13,v1.2.3,1
SESSION_00000469,USER_00000000001,CONTENT_00000314,2023-07-26 01:31:35,105,TV,Smartphone,Windows,tvOS 14,v1.0.0,1
SESSION_00000470,USER_00000000366,CONTENT_00000822,2024-03-21 10:12:29,14,TV,Tablet,Windows,macOS Ventura,v1.2.3,1
SESSION_00000471,USER_00000000848,CONTENT_00000126,2024-12-08 16:52:03,10,Tablet,Laptop,Playstation,iOS 16,v2.1.0,1
SESSION_00000472,USER_00000000586,CONTENT_00000557,2023-05-31 23:36:26,69,Tablet,Tablet,iOS,iPadOS 15,v1.2.3,1
SESSION_00000473,USER_00000000855,CONTENT_00000953,2025-03-25 12:26:38,45,Mobile,Desktop,FireOS,iPadOS 15,v3.0.5,1
SESSION_00000474,USER_00000000409,CONTENT_00000357,2025-03-18 23:53:31,106,Tablet,Game Console,Linux,Xbox,v2.0.1,1
SESSION_00000475,USER_00000000098,CONTENT_00000875,2023-11-11 16:50:59,164,TV,Desktop,iOS,Android 13,v1.0.0,1
SESSION_00000476,USER_00000000867,CONTENT_00000691,2024-02-20 16:19:16,173,Computer,Laptop,iOS,Ubuntu 22.04,v3.0.5,1
SESSION_00000477,USER_00000000986,CONTENT_00000699,2023-11-15 12:30:36,60,Tablet,Desktop,Xbox,FireOS 6,v1.2.3,1
SESSION_00000478,USER_00000000563,CONTENT_00000239,2024-06-14 13:22:17,79,Mobile,Desktop,Android,iOS 16,v3.0.5,1
SESSION_00000479,USER_00000000571,CONTENT_00000001,2025-01-31 08:57:49,75,Mobile,Desktop,Xbox,Windows 11,v1.2.3,1
SESSION_00000480,USER_00000000901,CONTENT_00000610,2023-12-19 14:25:23,94,Tablet,Game Console,Xbox,tvOS 14,v3.0.5,1
SESSION_00000481,USER_00000000489,CONTENT_00000462,2025-05-02 15:02:08,109,Tablet,Smart TV,Linux,Android 13,v3.0.5,1
SESSION_00000482,USER_00000000233,CONTENT_00000971,2023-07-07 21:01:57,34,Computer,Laptop,Windows,Android 13,v1.2.3,1
SESSION_00000483,USER_00000000896,CONTENT_00000283,2023-10-13 09:15:41,150,TV,Smartphone,tvOS,iPadOS 15,v2.0.1,1
SESSION_00000484,USER_00000000524,CONTENT_00000583,2024-04-07 07:48:29,63,Console,Game Console,macOS,FireOS 6,v2.1.0,1
SESSION_00000485,USER_00000000710,CONTENT_00000916,2023-11-02 11:34:18,37,Computer,Desktop,FireOS,macOS Ventura,v1.0.0,1
SESSION_00000486,USER_00000000102,CONTENT_00000147,2025-01-14 23:51:57,159,Computer,Smartphone,Linux,PS5,v1.2.3,1
SESSION_00000487,USER_00000000646,CONTENT_00000983,2023-12-01 12:58:04,158,Tablet,Smartphone,Linux,Xbox,v2.0.1,1
SESSION_00000488,USER_00000000582,CONTENT_00000771,2025-05-03 01:20:44,23,TV,Laptop,FireOS,Ubuntu 22.04,v1.0.0,1
SESSION_00000489,USER_00000000760,CONTENT_00000680,2024-05-25 16:23:38,57,Tablet,Desktop,Windows,iOS 16,v2.1.0,1
SESSION_00000490,USER_00000000284,CONTENT_00000060,2023-09-11 06:47:31,41,Console,Smartphone,Windows,iPadOS 15,v2.1.0,1
SESSION_00000491,USER_00000000901,CONTENT_00000670,2025-03-06 07:58:39,160,Tablet,Laptop,Playstation,Switch,v2.1.0,1
SESSION_00000492,USER_00000000219,CONTENT_00000978,2024-07-13 02:36:02,83,Tablet,Smartphone,tvOS,Android 13,v1.0.0,1
SESSION_00000493,USER_00000000876,CONTENT_00000302,2023-09-09 08:55:12,111,Computer,Laptop,tvOS,Switch,v3.0.5,1
SESSION_00000494,USER_00000000337,CONTENT_00000414,2024-11-23 23:58:17,8,TV,Laptop,FireOS,Windows 11,v2.0.1,1
SESSION_00000495,USER_00000000357,CONTENT_00000766,2025-03-15 23:14:22,16,Mobile,Laptop,macOS,iOS 16,v2.0.1,1
SESSION_00000496,USER_00000000230,CONTENT_00000932,2024-04-26 04:44:15,98,Mobile,Game Console,Playstation,Android 13,v2.1.0,1
SESSION_00000497,USER_00000000493,CONTENT_00000396,2024-03-14 16:45:08,14,Mobile,Laptop,Xbox,Android 13,v2.0.1,1
SESSION_00000498,USER_00000000341,CONTENT_00000947,2024-11-30 06:53:13,76,TV,Game Console,Xbox,iOS 16,v2.0.1,1
SESSION_00000499,USER_00000000541,CONTENT_00000862,2023-12-05 04:08:25,118,Mobile,Game Console,iOS,iPadOS 15,v3.0.5,1
SESSION_00000500,USER_00000000688,CONTENT_00000618,2025-03-23 18:29:21,158,Tablet,Game Console,iOS,Xbox,v2.0.1,1
SESSION_00000501,USER_00000000614,CONTENT_00000820,2024-07-06 09:59:23,146,Mobile,Laptop,Playstation,Android 13,v3.0.5,1
SESSION_00000502,USER_00000000411,CONTENT_00000386,2025-03-07 21:12:25,14,Tablet,Game Console,FireOS,Ubuntu 22.04,v2.0.1,1
SESSION_00000503,USER_00000000616,CONTENT_00000317,2024-03-01 03:12:19,173,Console,Laptop,iOS,Switch,v3.0.5,1
SESSION_00000504,USER_00000000325,CONTENT_00000550,2023-07-27 20:40:38,115,Tablet,Tablet,Xbox,Xbox,v3.0.5,1
SESSION_00000505,USER_00000000844,CONTENT_00000411,2024-04-04 05:18:08,59,Console,Smartphone,Playstation,Xbox,v3.0.5,1
SESSION_00000506,USER_00000000766,CONTENT_00000979,2023-09-28 20:27:56,84,TV,Game Console,Linux,tvOS 14,v2.0.1,1
SESSION_00000507,USER_00000000811,CONTENT_00000303,2023-09-09 15:42:50,102,Console,Smartphone,iOS,Ubuntu 22.04,v1.0.0,1
SESSION_00000508,USER_00000000124,CONTENT_00000175,2025-04-15 02:24:44,96,Tablet,Tablet,tvOS,Switch,v1.2.3,1
SESSION_00000509,USER_00000000406,CONTENT_00000811,2025-05-11 14:54:40,96,Mobile,Desktop,Nintendo,iOS 16,v1.2.3,1
SESSION_00000510,USER_00000000805,CONTENT_00000308,2024-11-18 01:00:10,26,Console,Smart TV,Nintendo,Switch,v2.0.1,1
SESSION_00000511,USER_00000000885,CONTENT_00000645,2024-03-19 21:08:56,20,Tablet,Game Console,FireOS,Windows 11,v1.2.3,1
SESSION_00000512,USER_00000000533,CONTENT_00000119,2023-09-20 17:31:56,68,Tablet,Smart TV,tvOS,Xbox,v3.0.5,1
SESSION_00000513,USER_00000000086,CONTENT_00000720,2024-01-15 12:43:28,49,Tablet,Tablet,Android,FireOS 6,v1.2.3,1
SESSION_00000514,USER_00000000027,CONTENT_00000401,2024-06-20 09:10:33,104,Mobile,Desktop,iOS,Xbox,v2.1.0,1
SESSION_00000515,USER_00000000622,CONTENT_00000526,2024-11-23 07:32:54,103,Mobile,Game Console,Windows,Android 13,v1.2.3,1
SESSION_00000516,USER_00000000471,CONTENT_00000507,2024-07-23 06:41:52,177,Mobile,Smart TV,FireOS,Xbox,v3.0.5,1
SESSION_00000517,USER_00000000887,CONTENT_00000468,2024-05-24 08:22:22,166,Computer,Laptop,Android,macOS Ventura,v3.0.5,1
SESSION_00000518,USER_00000000485,CONTENT_00000053,2024-01-11 19:38:38,122,Console,Smartphone,tvOS,PS5,v2.0.1,1
SESSION_00000519,USER_00000000225,CONTENT_00000534,2024-02-15 17:23:07,131,Tablet,Tablet,Playstation,Android 13,v2.1.0,1
SESSION_00000520,USER_00000000080,CONTENT_00000582,2024-03-24 02:19:13,42,Computer,Tablet,Playstation,Ubuntu 22.04,v3.0.5,1
SESSION_00000521,USER_00000000665,CONTENT_00000427,2023-09-04 21:45:14,153,Tablet,Desktop,tvOS,FireOS 6,v2.0.1,1
SESSION_00000522,USER_00000000425,CONTENT_00000622,2024-04-20 12:53:09,156,Console,Desktop,iOS,Xbox,v2.1.0,1
SESSION_00000523,USER_00000000656,CONTENT_00000101,2023-09-10 09:06:24,35,Tablet,Tablet,FireOS,Windows 11,v2.0.1,1
SESSION_00000524,USER_00000000515,CONTENT_00000612,2024-02-01 10:55:22,173,TV,Smart TV,Android,PS5,v1.2.3,1
SESSION_00000525,USER_00000000308,CONTENT_00000586,2024-01-29 19:05:51,170,TV,Laptop,Linux,Xbox,v2.0.1,1
SESSION_00000526,USER_00000000219,CONTENT_00000846,2023-09-17 19:16:01,77,Mobile,Tablet,Linux,Android 13,v3.0.5,1
SESSION_00000527,USER_00000000020,CONTENT_00000013,2023-09-21 14:35:54,51,Computer,Laptop,Playstation,PS5,v1.2.3,1
SESSION_00000528,USER_00000000255,CONTENT_00000145,2025-02-18 14:09:31,64,TV,Laptop,macOS,FireOS 6,v1.0.0,1
SESSION_00000529,USER_00000000748,CONTENT_00000983,2023-10-26 21:47:13,41,TV,Game Console,tvOS,Switch,v2.0.1,1
SESSION_00000530,USER_00000000411,CONTENT_00000788,2023-11-24 21:16:28,106,Console,Smartphone,Playstation,Xbox,v1.0.0,1
SESSION_00000531,USER_00000000286,CONTENT_00000982,2024-03-12 21:27:08,69,TV,Laptop,tvOS,Switch,v2.0.1,1
SESSION_00000532,USER_00000000322,CONTENT_00000328,2024-10-07 13:26:36,74,Computer,Smart TV,Nintendo,Xbox,v3.0.5,1
SESSION_00000533,USER_00000000700,CONTENT_00000116,2024-07-25 05:07:06,115,Tablet,Tablet,Windows,Ubuntu 22.04,v3.0.5,1
SESSION_00000534,USER_00000000628,CONTENT_00000305,2024-03-15 03:44:26,66,TV,Desktop,Nintendo,Switch,v3.0.5,1
SESSION_00000535,USER_00000000618,CONTENT_00000861,2025-05-07 22:39:12,43,Tablet,Laptop,Xbox,Switch,v3.0.5,1
SESSION_00000536,USER_00000000915,CONTENT_00000278,2025-04-06 05:42:28,89,Tablet,Laptop,iOS,iPadOS 15,v2.1.0,1
SESSION_00000537,USER_00000000271,CONTENT_00000010,2024-11-27 20:41:52,157,Mobile,Tablet,Playstation,PS5,v1.0.0,1
SESSION_00000538,USER_00000000915,CONTENT_00000046,2025-02-09 07:33:17,168,Computer,Desktop,Linux,Windows 11,v3.0.5,1
SESSION_00000539,USER_00000000145,CONTENT_00000588,2025-05-11 09:11:15,125,Tablet,Game Console,iOS,iOS 16,v1.2.3,1
SESSION_00000540,USER_00000000175,CONTENT_00000724,2023-11-08 20:56:03,43,TV,Desktop,Windows,PS5,v1.2.3,1
SESSION_00000541,USER_00000000566,CONTENT_00000638,2023-12-10 17:46:36,59,TV,Game Console,Xbox,iOS 16,v2.0.1,1
SESSION_00000542,USER_00000000988,CONTENT_00000379,2023-09-07 20:01:13,138,Mobile,Desktop,Nintendo,macOS Ventura,v2.1.0,1
SESSION_00000543,USER_00000000120,CONTENT_00000064,2023-09-27 13:26:29,91,Tablet,Tablet,iOS,tvOS 14,v1.0.0,1
SESSION_00000544,USER_00000000781,CONTENT_00000872,2024-04-11 04:13:03,12,Console,Tablet,tvOS,Windows 11,v2.0.1,1
SESSION_00000545,USER_00000000594,CONTENT_00000665,2023-07-30 14:26:44,11,Tablet,Game Console,Nintendo,iPadOS 15,v3.0.5,1
SESSION_00000546,USER_00000000472,CONTENT_00000305,2023-09-09 10:26:33,160,Computer,Desktop,iOS,Windows 11,v1.2.3,1
SESSION_00000547,USER_00000000779,CONTENT_00000983,2025-03-01 19:44:39,84,Tablet,Laptop,Playstation,Windows 11,v1.0.0,1
SESSION_00000548,USER_00000000782,CONTENT_00000630,2024-04-07 10:36:50,79,Mobile,Game Console,Android,Ubuntu 22.04,v2.1.0,1
SESSION_00000549,USER_00000000742,CONTENT_00000199,2024-12-20 17:51:06,53,Mobile,Game Console,Linux,Switch,v2.1.0,1
SESSION_00000550,USER_00000000439,CONTENT_00000332,2024-11-01 03:15:33,93,Console,Laptop,Nintendo,Ubuntu 22.04,v1.2.3,1
SESSION_00000551,USER_00000000223,CONTENT_00000540,2024-07-02 19:03:41,54,Tablet,Game Console,Windows,tvOS 14,v1.2.3,1
SESSION_00000552,USER_00000000085,CONTENT_00000855,2024-12-10 08:46:50,142,TV,Tablet,Windows,iOS 16,v3.0.5,1
SESSION_00000553,USER_00000000698,CONTENT_00000318,2024-11-24 09:21:04,155,TV,Tablet,Playstation,Xbox,v1.2.3,1
SESSION_00000554,USER_00000000008,CONTENT_00000490,2025-03-11 13:58:34,176,Tablet,Tablet,Nintendo,macOS Ventura,v3.0.5,1
SESSION_00000555,USER_00000000787,CONTENT_00000349,2024-03-07 17:07:33,154,TV,Smart TV,Xbox,Switch,v1.0.0,1
SESSION_00000556,USER_00000000962,CONTENT_00000314,2024-04-14 02:51:19,46,Computer,Desktop,Xbox,Windows 11,v1.2.3,1
SESSION_00000557,USER_00000000731,CONTENT_00000472,2024-02-11 19:36:52,22,Tablet,Game Console,FireOS,PS5,v1.0.0,1
SESSION_00000558,USER_00000000617,CONTENT_00000702,2024-02-04 03:09:54,119,TV,Smart TV,Xbox,Switch,v2.1.0,1
SESSION_00000559,USER_00000000404,CONTENT_00000484,2023-09-17 12:38:31,19,Mobile,Game Console,Playstation,iOS 16,v1.0.0,1
SESSION_00000560,USER_00000000323,CONTENT_00000811,2023-11-25 05:07:29,8,Console,Laptop,Android,FireOS 6,v2.1.0,1
SESSION_00000561,USER_00000000575,CONTENT_00000924,2024-02-25 23:29:06,111,Console,Smartphone,Windows,Xbox,v2.1.0,1
SESSION_00000562,USER_00000000791,CONTENT_00000150,2024-08-21 07:40:47,65,Tablet,Smart TV,Android,iPadOS 15,v2.1.0,1
SESSION_00000563,USER_00000000965,CONTENT_00000769,2024-10-01 17:32:38,178,TV,Smart TV,Linux,Android 13,v1.2.3,1
SESSION_00000564,USER_00000000028,CONTENT_00000220,2023-10-24 16:46:18,87,Tablet,Smartphone,FireOS,PS5,v1.2.3,1
SESSION_00000565,USER_00000000725,CONTENT_00000945,2024-09-28 12:17:04,31,Console,Tablet,Xbox,FireOS 6,v3.0.5,1
SESSION_00000566,USER_00000000463,CONTENT_00000559,2023-12-11 20:21:35,81,Computer,Smartphone,iOS,Ubuntu 22.04,v1.0.0,1
SESSION_00000567,USER_00000000169,CONTENT_00000024,2024-10-30 03:16:56,87,Computer,Laptop,Nintendo,PS5,v2.0.1,1
SESSION_00000568,USER_00000000033,CONTENT_00000708,2025-04-28 15:42:29,141,Console,Tablet,Windows,FireOS 6,v1.2.3,1
SESSION_00000569,USER_00000000540,CONTENT_00000405,2024-10-03 01:55:38,38,Tablet,Tablet,tvOS,iPadOS 15,v3.0.5,1
SESSION_00000570,USER_00000000029,CONTENT_00000340,2024-11-01 16:26:35,138,Computer,Game Console,Windows,iPadOS 15,v2.1.0,1
SESSION_00000571,USER_00000000230,CONTENT_00000389,2024-12-10 15:27:44,119,Console,Laptop,Playstation,Xbox,v1.0.0,1
SESSION_00000572,USER_00000000701,CONTENT_00000271,2024-09-26 00:00:09,171,Console,Game Console,Windows,Xbox,v1.0.0,1
SESSION_00000573,USER_00000000311,CONTENT_00000796,2024-11-22 22:40:46,13,Tablet,Tablet,Xbox,Switch,v2.0.1,1
SESSION_00000574,USER_00000000178,CONTENT_00000448,2025-05-04 08:01:40,54,Computer,Game Console,Android,Xbox,v3.0.5,1
SESSION_00000575,USER_00000000257,CONTENT_00000636,2024-01-11 16:59:03,147,TV,Desktop,Linux,Windows 11,v2.0.1,1
SESSION_00000576,USER_00000000215,CONTENT_00000388,2023-08-09 17:14:03,61,Mobile,Laptop,Xbox,macOS Ventura,v3.0.5,1
SESSION_00000577,USER_00000000515,CONTENT_00000722,2023-07-03 15:20:39,127,Console,Desktop,Nintendo,iOS 16,v2.0.1,1
SESSION_00000578,USER_00000000173,CONTENT_00000710,2024-08-06 06:18:42,65,Console,Laptop,Android,Ubuntu 22.04,v1.2.3,1
SESSION_00000579,USER_00000000940,CONTENT_00000247,2025-04-30 03:13:19,49,TV,Desktop,Windows,FireOS 6,v1.0.0,1
SESSION_00000580,USER_00000000715,CONTENT_00000685,2024-03-20 20:38:03,32,Tablet,Smart TV,Android,iOS 16,v2.1.0,1
SESSION_00000581,USER_00000000495,CONTENT_00000383,2024-07-26 18:40:01,40,Computer,Game Console,Xbox,FireOS 6,v1.2.3,1
SESSION_00000582,USER_00000000228,CONTENT_00000901,2025-04-16 04:59:14,58,Mobile,Tablet,macOS,Ubuntu 22.04,v2.0.1,1
SESSION_00000583,USER_00000000043,CONTENT_00000967,2023-08-29 15:56:27,80,Console,Tablet,Linux,iOS 16,v2.1.0,1
